Nr,Company,Location_HQ,Region,USState,Country,Continent,Laid_Off,Date_layoffs,Percentage,Company_Size_before_Layoffs,Company_Size_after_layoffs,Industry,Stage,Money_Raised_in__mil,Year,latitude,longitude
133,Omie,Sao Paulo,other,State of São Paulo,Brazil,South America,136.0,2020-04-09,31.0,439.0,303.0,Finance,Series B,26.0,2020,-23.5506507,-46.6333824
134,Domo,Salt Lake City,other,Utah,USA,North America,90.0,2020-04-09,10.0,900.0,810.0,Data,Post-IPO,689.0,2020,40.7596198,-111.886797
135,Code42,Minneapolis,other,Minnesota,USA,North America,25.0,2020-04-09,5.0,500.0,475.0,Data,Series B,138.0,2020,44.9772995,-93.2654692
136,Clinc,Ann Arbor,other,Michigan,USA,North America,40.0,2020-04-09,32.0,125.0,85.0,Support,Series B,59.0,2020,42.2813722,-83.7484616
137,LoopMe,London,other,England,UK,Europe,8.0,2020-04-09,4.0,200.0,192.0,Marketing,Unknown,32.0,2020,51.4893335,-0.144055085
138,Matterport,Sunnyvale,San Francisco Bay Area,California,USA,North America,90.0,2020-04-09,34.0,265.0,175.0,Data,Series D,114.0,2020,37.3688301,-122.036349
139,Atsu,Seattle,Cascadia,Washington,USA,North America,6.0,2020-04-10,100.0,6.0,0.0,Infrastructure,Unknown,1.0,2020,47.6038321,-122.330062
140,Frontdesk,Milwaukee,other,Wisconsin,USA,North America,35.0,2020-04-10,16.0,219.0,184.0,Travel,Unknown,3.0,2020,43.0386475,-87.9090751
141,NuoDB,Boston,other,Massachusetts,USA,North America,20.0,2020-04-10,29.0,69.0,49.0,Data,Unknown,85.0,2020,42.3554334,-71.060511
142,Rhumbix,San Francisco,San Francisco Bay Area,California,USA,North America,16.0,2020-04-10,27.0,59.0,43.0,Construction,Series B,35.0,2020,37.7792588,-122.4193286
143,Neon,Sao Paulo,other,State of São Paulo,Brazil,South America,70.0,2020-04-13,10.0,700.0,630.0,Finance,Series B,120.0,2020,-23.5506507,-46.6333824
144,Zoox,Forster City,San Francisco Bay Area,California,USA,North America,100.0,2020-04-13,10.0,1000.0,900.0,Transportation,Series B,955.0,2020,37.5585465,-122.2710788
145,EasyPost,San Francisco,San Francisco Bay Area,California,USA,North America,50.0,2020-04-13,25.0,200.0,150.0,Logistics,Series A,12.0,2020,37.7792588,-122.4193286
146,Clearbanc,Toronto,other,Ontario,Canada,North America,17.0,2020-04-13,8.0,213.0,196.0,Finance,Series B,119.0,2020,43.6534817,-79.3839347
147,Groupon,Chicago,other,Illinois,USA,North America,2800.0,2020-04-13,44.0,6364.0,3564.0,Retail,Post-IPO,,2020,41.8755616,-87.6244212
148,Envoy,San Francisco,San Francisco Bay Area,California,USA,North America,58.0,2020-04-14,30.0,193.0,135.0,HR,Series B,59.0,2020,37.7792588,-122.4193286
149,The RealReal,San Francisco,San Francisco Bay Area,California,USA,North America,235.0,2020-04-14,10.0,2350.0,2115.0,Retail,Post-IPO,358.0,2020,37.7792588,-122.4193286
150,TouchBistro,Toronto,other,Ontario,Canada,North America,131.0,2020-04-14,23.0,570.0,439.0,Food,Series E,224.0,2020,43.6534817,-79.3839347
151,VSCO,Oakland,San Francisco Bay Area,California,USA,North America,45.0,2020-04-14,35.0,129.0,84.0,Consumer,Series B,90.0,2020,37.8044557,-122.271356
152,Zume,Camarillo,other,California,USA,North America,200.0,2020-04-15,67.0,299.0,99.0,Food,Unknown,423.0,2020,34.2176371,-119.0383541
153,Shop101,Mumbai,other,Maharashtra,India,Asia,200.0,2020-04-15,40.0,500.0,300.0,Retail,Series C,19.0,2020,19.0785451,72.878176
154,Parsable,San Francisco,San Francisco Bay Area,California,USA,North America,40.0,2020-04-15,25.0,160.0,120.0,HR,Series C,72.0,2020,37.7792588,-122.4193286
155,Opendoor,San Francisco,San Francisco Bay Area,California,USA,North America,600.0,2020-04-15,35.0,1714.0,1114.0,Real Estate,Series E,1500.0,2020,37.7792588,-122.4193286
156,GoPro,San Mateo,San Francisco Bay Area,California,USA,North America,200.0,2020-04-15,20.0,1000.0,800.0,Consumer,Post-IPO,288.0,2020,37.496904,-122.3330573
157,Carta,San Francisco,San Francisco Bay Area,California,USA,North America,161.0,2020-04-15,16.0,1006.0,845.0,Finance,Series E,447.0,2020,37.7792588,-122.4193286
158,Kodiak Robotics,Mountain View,San Francisco Bay Area,California,USA,North America,15.0,2020-04-15,20.0,75.0,60.0,Transportation,Series A,40.0,2020,37.3893889,-122.0832101
159,CarGurus,Boston,other,Massachusetts,USA,North America,130.0,2020-04-16,13.0,1000.0,870.0,Transportation,Post-IPO,1.0,2020,42.3554334,-71.060511
160,CleverTap,Mumbai,other,Maharashtra,India,Asia,60.0,2020-04-16,20.0,300.0,240.0,Marketing,Series C,76.0,2020,19.0785451,72.878176
161,Funding Societies,Singapore,other,non,Singapore,Asia,65.0,2020-04-16,18.0,361.0,296.0,Finance,Series B,42.0,2020,1.2899175,103.8519072
162,Sweetgreen,Los Angeles,other,California,USA,North America,35.0,2020-04-17,10.0,350.0,315.0,Food,Series I,478.0,2020,34.0536909,-118.242766
163,Zilingo,Singapore,other,non,Singapore,Asia,44.0,2020-04-17,5.0,880.0,836.0,Retail,Series D,307.0,2020,1.2899175,103.8519072
164,Tor,Boston,other,Massachusetts,USA,North America,13.0,2020-04-17,37.0,35.0,22.0,Security,Unknown,1.0,2020,42.3554334,-71.060511
165,QuintoAndar,Sao Paulo,other,State of São Paulo,Brazil,South America,88.0,2020-04-17,8.0,1100.0,1012.0,Real Estate,Series D,335.0,2020,-23.5506507,-46.6333824
166,ContaAzul,Joinville,other,State of Santa Catarina,Brazil,South America,140.0,2020-04-17,35.0,400.0,260.0,Education,Series D,37.0,2020,-26.3044898,-48.8486726
167,Loft,Sao Paulo,other,State of São Paulo,Brazil,South America,47.0,2020-04-17,10.0,470.0,423.0,Real Estate,Series C,263.0,2020,-23.5506507,-46.6333824
168,People.ai,San Francisco,San Francisco Bay Area,California,USA,North America,30.0,2020-04-17,18.0,167.0,137.0,Marketing,Series C,100.0,2020,37.7792588,-122.4193286
169,Greenhouse,New York City,other,New York,USA,North America,120.0,2020-04-17,28.0,429.0,309.0,HR,Series D,110.0,2020,40.7127281,-74.0060152
170,ConsenSys,New York City,other,New York,USA,North America,91.0,2020-04-20,14.0,650.0,559.0,Crypto,Unknown,10.0,2020,40.7127281,-74.0060152
171,Forward,San Francisco,San Francisco Bay Area,California,USA,North America,10.0,2020-04-20,3.0,333.0,323.0,Healthcare,Series C,100.0,2020,37.7792588,-122.4193286
172,GumGum,Los Angeles,other,California,USA,North America,90.0,2020-04-20,25.0,360.0,270.0,Marketing,Series D,58.0,2020,34.0536909,-118.242766
173,Klook,Hong Kong,other,non,Hong Kong,Asia,300.0,2020-04-20,15.0,2000.0,1700.0,Travel,Series D,521.0,2020,22.2793278,114.1628131
174,Komodo Health,San Francisco,San Francisco Bay Area,California,USA,North America,23.0,2020-04-20,9.0,256.0,233.0,Healthcare,Series C,50.0,2020,37.7792588,-122.4193286
175,Kueski,Guadalajara,other,Jalisco,Mexico,North America,90.0,2020-04-20,30.0,300.0,210.0,Finance,Series B,38.0,2020,20.6720375,-103.338396
176,Movidesk,Blumenau,other,State of Santa Catarina,Brazil,South America,33.0,2020-04-20,25.0,132.0,99.0,Support,Seed,1.0,2020,-26.9195567,-49.0658025
177,RealSelf,Seattle,Cascadia,Washington,USA,North America,40.0,2020-04-21,13.0,308.0,268.0,Healthcare,Series B,42.0,2020,47.6038321,-122.330062
178,Patreon,San Francisco,San Francisco Bay Area,California,USA,North America,30.0,2020-04-21,13.0,231.0,201.0,Media,Series D,165.0,2020,37.7792588,-122.4193286
179,Lending Club,San Francisco,San Francisco Bay Area,California,USA,North America,460.0,2020-04-21,30.0,1533.0,1073.0,Finance,Post-IPO,392.0,2020,37.7792588,-122.4193286
180,Bringg,Tel Aviv,other,non,Israel,Asia,10.0,2020-04-21,10.0,100.0,90.0,Logistics,Series D,84.0,2020,32.0852997,34.7818064
181,Freshbooks,Toronto,other,Ontario,Canada,North America,38.0,2020-04-21,9.0,422.0,384.0,Finance,Series B,75.0,2020,43.6534817,-79.3839347
182,Casper,New York City,other,New York,USA,North America,78.0,2020-04-21,21.0,371.0,293.0,Retail,Post-IPO,339.0,2020,40.7127281,-74.0060152
183,Swiggy,Bengaluru,other,Karnataka,India,Asia,800.0,2020-04-21,9.2,8657.0,7857.0,Food,Series I,1600.0,2020,12.98815675,77.62260004
184,Houzz,Palo Alto,San Francisco Bay Area,California,USA,North America,155.0,2020-04-21,10.0,1550.0,1395.0,Consumer,Series E,613.0,2020,37.4443293,-122.1598465
185,When I Work,Minneapolis,other,Minnesota,USA,North America,55.0,2020-04-22,35.0,157.0,102.0,HR,Series B,24.0,2020,44.9772995,-93.2654692
186,Magic Leap,Miami,other,Florida,USA,North America,1000.0,2020-04-22,50.0,2000.0,1000.0,Consumer,Series E,2600.0,2020,25.7741728,-80.19362
187,Ike,San Francisco,San Francisco Bay Area,California,USA,North America,10.0,2020-04-22,14.0,71.0,61.0,Transportation,Series A,52.0,2020,37.7792588,-122.4193286
188,Oscar Health,New York City,other,New York,USA,North America,70.0,2020-04-23,5.0,1400.0,1330.0,Healthcare,Unknown,,2020,40.7127281,-74.0060152
189,Sisense,New York City,other,New York,USA,North America,80.0,2020-04-23,9.0,889.0,809.0,Data,Series F,274.0,2020,40.7127281,-74.0060152
190,StockX,Detroit,other,Michigan,USA,North America,100.0,2020-04-23,12.0,833.0,733.0,Retail,Series C,160.0,2020,42.3315509,-83.0466403
191,Zenefits,San Francisco,San Francisco Bay Area,California,USA,North America,87.0,2020-04-23,15.0,580.0,493.0,HR,Series C,583.0,2020,37.7792588,-122.4193286
192,Welkin Health,San Francisco,San Francisco Bay Area,California,USA,North America,10.0,2020-04-24,33.0,30.0,20.0,Healthcare,Series B,29.0,2020,37.7792588,-122.4193286
193,UPshow,Chicago,other,Illinois,USA,North America,19.0,2020-04-24,30.0,63.0,44.0,Marketing,Series A,7.0,2020,41.8755616,-87.6244212
194,TutorMundi,Sao Paulo,other,State of São Paulo,Brazil,South America,4.0,2020-04-24,100.0,4.0,0.0,Education,Series A,2.0,2020,-23.5506507,-46.6333824
195,Lighter Capital,Seattle,Cascadia,Washington,USA,North America,18.0,2020-04-24,22.0,82.0,64.0,Finance,Series B,15.0,2020,47.6038321,-122.330062
196,Jiobit,Chicago,other,Illinois,USA,North America,6.0,2020-04-24,21.0,29.0,23.0,Consumer,Unknown,12.0,2020,41.8755616,-87.6244212
197,Horizn Studios,Berlin,other,Berlin,Germany,Europe,15.0,2020-04-24,25.0,60.0,45.0,Travel,Series B,30.0,2020,52.5170365,13.3888599
198,Divergent 3D,Los Angeles,other,California,USA,North America,57.0,2020-04-24,36.0,158.0,101.0,Transportation,Series B,88.0,2020,34.0536909,-118.242766
199,Ada Support,Toronto,other,Ontario,Canada,North America,36.0,2020-04-24,23.0,157.0,121.0,Support,Series B,60.0,2024,43.6534817,-79.3839347
200,Submittable,Missoula,other,Montana,USA,North America,30.0,2020-04-25,20.0,150.0,120.0,Other,Series B,17.0,2020,46.8701049,-113.995267
201,Automation Anything,San Jose,San Francisco Bay Area,California,USA,North America,260.0,2020-04-27,10.0,2600.0,2340.0,Other,Series B,840.0,2020,37.3361663,-121.890591
202,JetClosing,Seattle,Cascadia,Washington,USA,North America,20.0,2020-04-27,20.0,100.0,80.0,Real Estate,Series A,24.0,2020,47.6038321,-122.330062
203,TripAdvisor,Boston,other,Massachusetts,USA,North America,900.0,2020-04-28,25.0,3600.0,2700.0,Travel,Post-IPO,3.0,2020,42.3554334,-71.060511
204,Shipsi,Los Angeles,other,California,USA,North America,20.0,2020-04-28,50.0,40.0,20.0,Retail,Seed,2.0,2020,34.0536909,-118.242766
205,PayJoy,San Francisco,San Francisco Bay Area,California,USA,North America,27.0,2020-04-28,25.0,108.0,81.0,Finance,Series B,71.0,2020,37.7792588,-122.4193286
206,Deliveroo,London,other,England,UK,Europe,367.0,2020-04-28,15.0,2447.0,2080.0,Food,Series G,1500.0,2020,51.4893335,-0.144055085
207,App Annie,San Francisco,San Francisco Bay Area,California,USA,North America,80.0,2020-04-28,18.0,444.0,364.0,Data,Unknown,156.0,2020,37.7792588,-122.4193286
208,OpenX,Los Angeles,other,California,USA,North America,35.0,2020-04-28,15.0,233.0,198.0,Marketing,Unknown,70.0,2020,34.0536909,-118.242766
209,Kayak / OpenTable,Stamford,other,Connecticut,USA,North America,160.0,2020-04-29,8.0,2000.0,1840.0,Travel,Acquired,229.0,2020,41.0534302,-73.5387341
210,Lime,San Francisco,San Francisco Bay Area,California,USA,North America,80.0,2020-04-29,13.0,615.0,535.0,Transportation,Series D,765.0,2020,37.7792588,-122.4193286
211,Lyft,San Francisco,San Francisco Bay Area,California,USA,North America,982.0,2020-04-29,17.0,5776.0,4794.0,Transportation,Post-IPO,4900.0,2020,37.7792588,-122.4193286
212,TranSan Francisco Bay Areaix,New York City,other,New York,USA,North America,24.0,2020-04-29,10.0,240.0,216.0,Logistics,Series D,128.0,2020,40.7127281,-74.0060152
213,TheSkimm,New York City,other,New York,USA,North America,26.0,2020-05-01,20.0,130.0,104.0,Media,Series C,28.0,2020,40.7127281,-74.0060152
214,Culture Trip,London,other,England,UK,Europe,95.0,2020-05-01,32.0,297.0,202.0,Media,Series B,102.0,2020,51.4893335,-0.144055085
215,Namely,New York City,other,New York,USA,North America,110.0,2020-05-01,40.0,275.0,165.0,HR,Series E,217.0,2020,40.7127281,-74.0060152
216,Sandbox VR,San Francisco,San Francisco Bay Area,California,USA,North America,80.0,2020-05-01,80.0,100.0,20.0,Consumer,Series A,82.0,2020,37.7792588,-122.4193286
217,Trax,Tel Aviv,other,non,Israel,Asia,120.0,2020-05-03,10.0,1200.0,1080.0,Retail,Series D,386.0,2020,32.0852997,34.7818064
218,Veriff,Tallinn,other,non,Estonia,Europe,63.0,2020-05-04,21.0,300.0,237.0,Security,Series A,7.0,2020,59.4372155,24.7453688
219,Loopio,Toronto,other,Ontario,Canada,North America,11.0,2020-05-04,8.0,138.0,127.0,Sales,Series A,11.0,2020,43.6534817,-79.3839347
220,Element AI,Montreal,other,Quebec,Canada,North America,62.0,2020-05-04,15.0,413.0,351.0,Other,Series B,257.0,2020,45.5031824,-73.5698065
221,Oriente,Hong Kong,other,non,Hong Kong,Asia,400.0,2020-05-04,20.0,2000.0,1600.0,Finance,Series B,175.0,2020,22.2793278,114.1628131
222,CureFit,Bengaluru,other,Karnataka,India,Asia,800.0,2020-05-04,16.0,5000.0,4200.0,Fitness,Series D,404.0,2020,12.98815675,77.62260004
223,Careem,Dubai,other,non,United Arabian Emirates,Asia,536.0,2020-05-04,31.0,1729.0,1193.0,Transportation,Acquired,771.0,2020,25.276987,55.296249
224,Deputy,Sydney,other,New South Wales,Australia,Oceana,60.0,2020-05-04,30.0,200.0,140.0,HR,Series B,106.0,2020,-33.8698439,151.2082848
225,Workable,Boston,other,Massachusetts,USA,North America,25.0,2020-05-05,10.0,250.0,225.0,HR,Series C,84.0,2020,42.3554334,-71.060511
226,Stack Overflow,New York City,other,New York,USA,North America,40.0,2020-05-05,15.0,267.0,227.0,HR,Series D,68.0,2020,40.7127281,-74.0060152
227,Airbnb,San Francisco,San Francisco Bay Area,California,USA,North America,1900.0,2020-05-05,25.0,7600.0,5700.0,Travel,Private Equity,5400.0,2020,37.7792588,-122.4193286
228,Andela,New York City,other,New York,USA,North America,135.0,2020-05-05,10.0,1350.0,1215.0,HR,Series D,181.0,2020,40.7127281,-74.0060152
229,Juul,San Francisco,San Francisco Bay Area,California,USA,North America,900.0,2020-05-05,30.0,3000.0,2100.0,Consumer,Unknown,1500.0,2020,37.7792588,-122.4193286
230,Rubicon Project,Los Angeles,other,California,USA,North America,50.0,2020-05-06,8.0,625.0,575.0,Marketing,Post-IPO,60.0,2020,34.0536909,-118.242766
231,Segment,San Francisco,San Francisco Bay Area,California,USA,North America,50.0,2020-05-06,10.0,500.0,450.0,Data,Series D,283.0,2020,37.7792588,-122.4193286
232,Uber,San Francisco,San Francisco Bay Area,California,USA,North America,3700.0,2020-05-06,14.0,26429.0,22729.0,Transportation,Post-IPO,24700.0,2020,37.7792588,-122.4193286
233,Flywire,Boston,other,Massachusetts,USA,North America,60.0,2020-05-07,12.0,500.0,440.0,Finance,Series E,263.0,2020,42.3554334,-71.060511
234,Glassdoor,San Francisco,San Francisco Bay Area,California,USA,North America,300.0,2020-05-07,30.0,1000.0,700.0,HR,Acquired,204.0,2020,37.7792588,-122.4193286
235,Jump,New York City,other,New York,USA,North America,500.0,2020-05-07,100.0,500.0,0.0,Transportation,Acquired,11.0,2020,40.7127281,-74.0060152
236,Numbrs,Zurich,other,non,Switzerland,Europe,62.0,2020-05-07,50.0,124.0,62.0,Finance,Series B,78.0,2020,47.3744489,8.5410422
237,Tally,San Francisco,San Francisco Bay Area,California,USA,North America,28.0,2020-05-07,23.0,122.0,94.0,Finance,Series C,92.0,2020,37.7792588,-122.4193286
238,N26,New York City,other,New York,USA,North America,9.0,2020-05-08,1.0,900.0,891.0,Finance,Series D,782.0,2020,40.7127281,-74.0060152
239,Revolut,London,other,England,UK,Europe,60.0,2020-05-11,3.0,2000.0,1940.0,Finance,Series D,837.0,2020,51.4893335,-0.144055085
240,Cadre,New York City,other,New York,USA,North America,28.0,2020-05-11,25.0,112.0,84.0,Real Estate,Series C,133.0,2020,40.7127281,-74.0060152
241,Top Hat,Toronto,other,Ontario,Canada,North America,16.0,2020-05-12,3.0,533.0,517.0,Education,Series D,104.0,2020,43.6534817,-79.3839347
242,Zeus Living,San Francisco,San Francisco Bay Area,California,USA,North America,73.0,2020-05-12,50.0,146.0,73.0,Real Estate,Series B,79.0,2020,37.7792588,-122.4193286
243,Hireology,Chicago,other,Illinois,USA,North America,36.0,2020-05-12,17.0,212.0,176.0,HR,Series D,52.0,2020,41.8755616,-87.6244212
244,Mixpanel,San Francisco,San Francisco Bay Area,California,USA,North America,65.0,2020-05-12,19.0,342.0,277.0,Data,Series B,77.0,2020,37.7792588,-122.4193286
245,Mercos,Joinville,other,State of Santa Catarina,Brazil,South America,51.0,2020-05-13,40.0,128.0,77.0,Sales,Unknown,2.0,2020,-26.3044898,-48.8486726
246,Deliv,Menlo Park,San Francisco Bay Area,California,USA,North America,669.0,2020-05-13,100.0,669.0,0.0,Retail,Series C,80.0,2020,37.4519671,-122.177992
247,Kickstarter,New York City,other,New York,USA,North America,25.0,2020-05-13,18.0,139.0,114.0,Finance,Unknown,10.0,2020,40.7127281,-74.0060152
248,Cruise,San Francisco,San Francisco Bay Area,California,USA,North America,150.0,2020-05-14,8.0,1875.0,1725.0,Transportation,Acquired,5300.0,2020,37.7792588,-122.4193286
249,Integral Ad Science,New York City,other,New York,USA,North America,70.0,2020-05-14,10.0,700.0,630.0,Marketing,Acquired,116.0,2020,40.7127281,-74.0060152
250,Ridecell,San Francisco,San Francisco Bay Area,California,USA,North America,35.0,2020-05-14,15.0,233.0,198.0,Transportation,Series B,73.0,2020,37.7792588,-122.4193286
251,Lattice,San Francisco,San Francisco Bay Area,California,USA,North America,16.0,2020-05-15,10.0,160.0,144.0,HR,Series C,49.0,2020,37.7792588,-122.4193286
252,Lendingkart,Ahmedabad,other,Gujarat,India,Asia,500.0,2020-05-15,50.0,1000.0,500.0,Finance,Unknown,200.0,2020,23.0216238,72.5797068
253,Zomato,Gurugram,other,Haryana,India,Asia,520.0,2020-05-15,13.0,4000.0,3480.0,Food,Series J,914.0,2020,28.4646148,77.0299194
254,Uber,San Francisco,San Francisco Bay Area,California,USA,North America,3000.0,2020-05-18,13.0,23077.0,20077.0,Transportation,Post-IPO,24700.0,2020,37.7792588,-122.4193286
255,WeWork,New Delhi,other,Delhi,India,Asia,100.0,2020-05-18,20.0,500.0,400.0,Real Estate,Series H,19500.0,2020,28.6138954,77.2090057
256,Swiggy,Bengaluru,other,Karnataka,India,Asia,1100.0,2020-05-18,14.0,7857.0,6757.0,Food,Series I,1600.0,2020,12.98815675,77.62260004
257,Livspace,Bengaluru,other,Karnataka,India,Asia,450.0,2020-05-19,15.0,3000.0,2550.0,Retail,Series D,157.0,2020,12.98815675,77.62260004
258,Pollen,London,other,England,UK,Europe,69.0,2020-05-19,31.0,223.0,154.0,Travel,Series B,88.0,2020,51.4893335,-0.144055085
259,Stay Alfred,Spokane,other,Washington,USA,North America,221.0,2020-05-20,100.0,221.0,0.0,Travel,Series B,62.0,2020,47.6571934,-117.42351
260,Intercom,San Francisco,San Francisco Bay Area,California,USA,North America,39.0,2020-05-20,6.0,650.0,611.0,Support,Series D,240.0,2020,37.7792588,-122.4193286
261,Ola,Bengaluru,other,Karnataka,India,Asia,1400.0,2020-05-20,35.0,4000.0,2600.0,Transportation,Series J,3800.0,2020,12.98815675,77.62260004
262,Samsara,San Francisco,San Francisco Bay Area,California,USA,North America,300.0,2020-05-20,18.0,1667.0,1367.0,Logistics,Series F,530.0,2020,37.7792588,-122.4193286
263,ShareChat,Bengaluru,other,Karnataka,India,Asia,101.0,2020-05-20,25.0,404.0,303.0,Marketing,Series D,222.0,2020,12.98815675,77.62260004
264,SoFi,San Francisco,San Francisco Bay Area,California,USA,North America,112.0,2020-05-20,7.0,1600.0,1488.0,Finance,Private Equity,2500.0,2020,37.7792588,-122.4193286
265,PickYourTrail,Chennai,other,Tamil Nadu,India,Asia,70.0,2020-05-21,35.0,200.0,130.0,Travel,Series A,3.0,2020,13.0836939,80.270186
266,Cvent,Washington DC,other,District of Columbia,USA,North America,400.0,2020-05-21,10.0,4000.0,3600.0,Marketing,Acquired,146.0,2020,38.8950368,-77.0365427
267,Glitch,New York City,other,New York,USA,North America,18.0,2020-05-21,36.0,50.0,32.0,Product,Series A,30.0,2020,40.7127281,-74.0060152
268,Bluprint,Denver,other,Colorado,USA,North America,137.0,2020-05-26,100.0,137.0,0.0,Education,Acquired,108.0,2020,39.7392364,-104.984862
269,Uber,Bengaluru,other,Karnataka,India,Asia,600.0,2020-05-26,23.0,2609.0,2009.0,Transportation,Post-IPO,24700.0,2020,12.98815675,77.62260004
270,Ebanx,Curitiba,other,State of Paraná,Brazil,South America,62.0,2020-05-27,8.0,775.0,713.0,Finance,Unknown,30.0,2020,-25.4295963,-49.2712724
271,Instructure,Salt Lake City,other,Utah,USA,North America,150.0,2020-05-27,12.0,1250.0,1100.0,Education,Acquired,89.0,2020,40.7596198,-111.886797
272,TrueCar,Los Angeles,other,California,USA,North America,219.0,2020-05-28,30.0,730.0,511.0,Transportation,Post-IPO,340.0,2020,34.0536909,-118.242766
273,BookMyShow,Mumbai,other,Maharashtra,India,Asia,270.0,2020-05-28,18.0,1500.0,1230.0,Consumer,Unknown,224.0,2020,19.0785451,72.878176
274,Culture Amp,Melbourne,other,Victoria,Australia,Oceana,36.0,2020-05-28,8.0,450.0,414.0,HR,Series E,157.0,2020,-37.8142454,144.9631732
275,The Sill,New York City,other,New York,USA,North America,20.0,2020-05-28,25.0,80.0,60.0,Retail,Series A,7.0,2020,40.7127281,-74.0060152
276,Brex,San Francisco,San Francisco Bay Area,California,USA,North America,62.0,2020-05-29,15.0,413.0,351.0,Finance,Series C,732.0,2020,37.7792588,-122.4193286
277,Loftium,Seattle,Cascadia,Washington,USA,North America,32.0,2020-05-29,60.0,53.0,21.0,Real Estate,Series A,17.0,2020,47.6038321,-122.330062
278,CrowdStreet,Portland,Cascadia,Oregon,USA,North America,24.0,2020-06-01,22.0,109.0,85.0,Real Estate,Series C,24.0,2020,45.5202471,-122.674194
279,Stitch Fix,San Francisco,San Francisco Bay Area,California,USA,North America,1400.0,2020-06-01,18.0,7778.0,6378.0,Retail,Post-IPO,79.0,2020,37.7792588,-122.4193286
280,Fundbox,San Francisco,San Francisco Bay Area,California,USA,North America,14.0,2020-06-02,15.0,93.0,79.0,Finance,Series C,453.0,2020,37.7792588,-122.4193286
281,Rivian,Detroit,other,Michigan,USA,North America,40.0,2020-06-02,2.0,2000.0,1960.0,Transportation,Post-IPO,10700.0,2020,42.3315509,-83.0466403
282,Descartes Labs,Santa Fe,other,New Mexico,USA,North America,12.0,2020-06-02,16.0,75.0,63.0,Data,Series B,58.0,2020,35.6876096,-105.938456
283,SpotHero,Chicago,other,Illinois,USA,North America,40.0,2020-06-03,21.0,190.0,150.0,Transportation,Series D,117.0,2020,41.8755616,-87.6244212
284,Monzo,London,other,England,UK,Europe,120.0,2020-06-03,8.0,1500.0,1380.0,Finance,Series F,324.0,2020,51.4893335,-0.144055085
285,Credit Sesame,Mountain View,San Francisco Bay Area,California,USA,North America,22.0,2020-06-03,14.0,157.0,135.0,Finance,Series F,120.0,2020,37.3893889,-122.0832101
286,Builder,Los Angeles,other,California,USA,North America,39.0,2020-06-04,14.0,279.0,240.0,Product,Series A,29.0,2020,34.0536909,-118.242766
287,Lastline,Redwood City,San Francisco Bay Area,California,USA,North America,50.0,2020-06-04,40.0,125.0,75.0,Security,Series C,52.0,2020,37.4863239,-122.232523
288,Ethos Life,San Francisco,San Francisco Bay Area,California,USA,North America,18.0,2020-06-05,14.0,129.0,111.0,Finance,Series C,106.0,2020,37.7792588,-122.4193286
289,The Athletic,San Francisco,San Francisco Bay Area,California,USA,North America,46.0,2020-06-05,8.0,575.0,529.0,Media,Series D,139.0,2020,37.7792588,-122.4193286
290,Branch,New York City,other,New York,USA,North America,3.0,2020-06-11,27.0,11.0,8.0,Retail,Seed,2.0,2020,40.7127281,-74.0060152
291,SynapseFI,San Francisco,San Francisco Bay Area,California,USA,North America,63.0,2020-06-12,48.0,131.0,68.0,Finance,Series B,50.0,2020,37.7792588,-122.4193286
292,Uber,Amsterdam,other,non,Netherlands,Europe,225.0,2020-06-12,25.0,900.0,675.0,Transportation,Post-IPO,,2020,52.3730796,4.8924534
293,Splunk,San Jose,San Francisco Bay Area,California,USA,North America,70.0,2020-06-16,1.0,7000.0,6930.0,Data,Post-IPO,40.0,2020,37.3361663,-121.890591
294,Redox,Madison,other,Wisconsin,USA,North America,44.0,2020-06-16,25.0,176.0,132.0,Healthcare,Series C,50.0,2020,43.074761,-89.3837613
295,PaisaBazaar,Gurugram,other,Haryana,India,Asia,1500.0,2020-06-16,50.0,3000.0,1500.0,Finance,Series G,496.0,2020,28.4646148,77.0299194
296,Grab,Singapore,other,non,Singapore,Asia,360.0,2020-06-16,5.0,7200.0,6840.0,Transportation,Series I,,2020,1.2899175,103.8519072
297,Navi,Bengaluru,other,Karnataka,India,Asia,40.0,2020-06-17,25.0,160.0,120.0,Finance,Private Equity,582.0,2020,12.98815675,77.62260004
298,Intuit,Mountain View,San Francisco Bay Area,California,USA,North America,715.0,2020-06-22,7.0,10214.0,9499.0,Finance,Post-IPO,18.0,2020,37.3893889,-122.0832101
299,Dark,San Francisco,San Francisco Bay Area,California,USA,North America,6.0,2020-06-23,100.0,6.0,0.0,Product,Seed,3.0,2020,37.7792588,-122.4193286
300,Gojek,Jakarta,other,non,Indonesia,Asia,430.0,2020-06-23,9.0,4778.0,4348.0,Transportation,Series F,4800.0,2020,-6.175247,106.8270488
301,ScaleFactor,Austin,other,Texas,USA,North America,90.0,2020-06-23,90.0,100.0,10.0,Finance,Series C,103.0,2020,30.2711286,-97.7436995
302,Sonos,New York City,other,New York,USA,North America,174.0,2020-06-24,12.0,1450.0,1276.0,Consumer,Post-IPO,455.0,2020,40.7127281,-74.0060152
303,Katerra,Menlo Park,San Francisco Bay Area,California,USA,North America,400.0,2020-06-29,7.0,5714.0,5314.0,Construction,Series E,1300.0,2020,37.4519671,-122.177992
304,Bounce,Bengaluru,other,Karnataka,India,Asia,130.0,2020-06-29,22.0,591.0,461.0,Transportation,Series D,214.0,2020,12.98815675,77.62260004
